rep_id,learners,time,langval_all,prop_biased
139,MAP,100 iterations,0.8377,0% biased agents
133,MAP,150 iterations,0.797,0% biased agents
137,MAP,200 iterations,0.7592,0% biased agents
131,MAP,200 iterations,0.8605,0% biased agents
146,MAP,50 iterations,0.8233,0% biased agents
140,MAP,150 iterations,0.8106,0% biased agents
144,MAP,50 iterations,0.7531,0% biased agents
132,MAP,200 iterations,0.8289,0% biased agents
145,MAP,50 iterations,0.8042,0% biased agents
128,MAP,200 iterations,0.7356,0% biased agents
138,MAP,150 iterations,0.8326,0% biased agents
139,MAP,150 iterations,0.8355,0% biased agents
141,MAP,100 iterations,0.8539,0% biased agents
143,MAP,100 iterations,0.8586,0% biased agents
148,MAP,50 iterations,0.8133,0% biased agents
136,MAP,200 iterations,0.8664,0% biased agents
142,MAP,100 iterations,0.8289,0% biased agents
134,MAP,200 iterations,0.8686,0% biased agents
133,MAP,200 iterations,0.792,0% biased agents
140,MAP,200 iterations,0.809,0% biased agents
135,MAP,200 iterations,0.7721,0% biased agents
146,MAP,100 iterations,0.8355,0% biased agents
147,MAP,50 iterations,0.7706,0% biased agents
150,MAP,50 iterations,0.8284,0% biased agents
141,MAP,150 iterations,0.8574,0% biased agents
139,MAP,200 iterations,0.838,0% biased agents
143,MAP,150 iterations,0.8588,0% biased agents
149,MAP,50 iterations,0.8333,0% biased agents
144,MAP,100 iterations,0.7507,0% biased agents
148,MAP,100 iterations,0.8113,0% biased agents
142,MAP,150 iterations,0.826,0% biased agents
151,MAP,50 iterations,0.7947,0% biased agents
145,MAP,100 iterations,0.7921,0% biased agents
152,MAP,50 iterations,0.7905,0% biased agents
138,MAP,200 iterations,0.8325,0% biased agents
153,MAP,50 iterations,0.8059,0% biased agents
143,MAP,200 iterations,0.8578,0% biased agents
150,MAP,100 iterations,0.8208,0% biased agents
142,MAP,200 iterations,0.8262,0% biased agents
141,MAP,200 iterations,0.8522,0% biased agents
155,MAP,50 iterations,0.847,0% biased agents
147,MAP,100 iterations,0.7757,0% biased agents
149,MAP,100 iterations,0.8257,0% biased agents
157,MAP,50 iterations,0.8421,0% biased agents
144,MAP,150 iterations,0.7491,0% biased agents
154,MAP,50 iterations,0.8209,0% biased agents
148,MAP,150 iterations,0.8128,0% biased agents
151,MAP,100 iterations,0.7893,0% biased agents
158,MAP,50 iterations,0.7667,0% biased agents
156,MAP,50 iterations,0.8125,0% biased agents
145,MAP,150 iterations,0.7912,0% biased agents
146,MAP,150 iterations,0.8361,0% biased agents
150,MAP,150 iterations,0.8193,0% biased agents
152,MAP,100 iterations,0.7938,0% biased agents
157,MAP,100 iterations,0.8458,0% biased agents
153,MAP,100 iterations,0.8194,0% biased agents
155,MAP,100 iterations,0.8465,0% biased agents
147,MAP,150 iterations,0.7756,0% biased agents
161,MAP,50 iterations,0.8604,0% biased agents
149,MAP,150 iterations,0.8247,0% biased agents
148,MAP,200 iterations,0.8123,0% biased agents
159,MAP,50 iterations,0.8009,0% biased agents
162,MAP,50 iterations,0.8559,0% biased agents
156,MAP,100 iterations,0.8139,0% biased agents
150,MAP,200 iterations,0.8188,0% biased agents
154,MAP,100 iterations,0.816,0% biased agents
158,MAP,100 iterations,0.7566,0% biased agents
145,MAP,200 iterations,0.7943,0% biased agents
151,MAP,150 iterations,0.7912,0% biased agents
144,MAP,200 iterations,0.752,0% biased agents
160,MAP,50 iterations,0.8383,0% biased agents
157,MAP,150 iterations,0.8472,0% biased agents
163,MAP,50 iterations,0.8404,0% biased agents
152,MAP,150 iterations,0.7878,0% biased agents
146,MAP,200 iterations,0.8356,0% biased agents
153,MAP,150 iterations,0.8148,0% biased agents
159,MAP,100 iterations,0.7872,0% biased agents
161,MAP,100 iterations,0.8632,0% biased agents
162,MAP,100 iterations,0.8482,0% biased agents
156,MAP,150 iterations,0.8077,0% biased agents
155,MAP,150 iterations,0.846,0% biased agents
154,MAP,150 iterations,0.8209,0% biased agents
151,MAP,200 iterations,0.7889,0% biased agents
158,MAP,150 iterations,0.7562,0% biased agents
147,MAP,200 iterations,0.7654,0% biased agents
157,MAP,200 iterations,0.8468,0% biased agents
164,MAP,50 iterations,0.8265,0% biased agents
163,MAP,100 iterations,0.8475,0% biased agents
161,MAP,150 iterations,0.8611,0% biased agents
160,MAP,100 iterations,0.8408,0% biased agents
159,MAP,150 iterations,0.7948,0% biased agents
152,MAP,200 iterations,0.7908,0% biased agents
162,MAP,150 iterations,0.8506,0% biased agents
149,MAP,200 iterations,0.8251,0% biased agents
165,MAP,50 iterations,0.8192,0% biased agents
156,MAP,200 iterations,0.8092,0% biased agents
167,MAP,50 iterations,0.8575,0% biased agents
155,MAP,200 iterations,0.8507,0% biased agents
154,MAP,200 iterations,0.8177,0% biased agents
166,MAP,50 iterations,0.8186,0% biased agents
163,MAP,150 iterations,0.843,0% biased agents
164,MAP,100 iterations,0.8377,0% biased agents
168,MAP,50 iterations,0.827,0% biased agents
161,MAP,200 iterations,0.8601,0% biased agents
158,MAP,200 iterations,0.7561,0% biased agents
153,MAP,200 iterations,0.8148,0% biased agents
159,MAP,200 iterations,0.7931,0% biased agents
162,MAP,200 iterations,0.8491,0% biased agents
160,MAP,150 iterations,0.8414,0% biased agents
165,MAP,100 iterations,0.8257,0% biased agents
171,MAP,50 iterations,0.8341,0% biased agents
169,MAP,50 iterations,0.8123,0% biased agents
167,MAP,100 iterations,0.8651,0% biased agents
163,MAP,200 iterations,0.8381,0% biased agents
168,MAP,100 iterations,0.8251,0% biased agents
164,MAP,150 iterations,0.8487,0% biased agents
166,MAP,100 iterations,0.8285,0% biased agents
170,MAP,50 iterations,0.8081,0% biased agents
172,MAP,50 iterations,0.795,0% biased agents
173,MAP,50 iterations,0.7468,0% biased agents
160,MAP,200 iterations,0.8444,0% biased agents
165,MAP,150 iterations,0.829,0% biased agents
177,MAP,50 iterations,0.7821,0% biased agents
171,MAP,100 iterations,0.8431,0% biased agents
167,MAP,150 iterations,0.8668,0% biased agents
174,MAP,50 iterations,0.8001,0% biased agents
169,MAP,100 iterations,0.81,0% biased agents
168,MAP,150 iterations,0.8276,0% biased agents
164,MAP,200 iterations,0.8423,0% biased agents
180,MAP,50 iterations,0.8621,0% biased agents
175,MAP,50 iterations,0.7974,0% biased agents
178,MAP,50 iterations,0.7895,0% biased agents
179,MAP,50 iterations,0.8415,0% biased agents
176,MAP,50 iterations,0.7975,0% biased agents
181,MAP,50 iterations,0.7946,0% biased agents
170,MAP,100 iterations,0.7995,0% biased agents
165,MAP,200 iterations,0.8265,0% biased agents
166,MAP,150 iterations,0.835,0% biased agents
177,MAP,100 iterations,0.7798,0% biased agents
171,MAP,150 iterations,0.8395,0% biased agents
182,MAP,50 iterations,0.7755,0% biased agents
167,MAP,200 iterations,0.8597,0% biased agents
173,MAP,100 iterations,0.7588,0% biased agents
169,MAP,150 iterations,0.8094,0% biased agents
168,MAP,200 iterations,0.8233,0% biased agents
174,MAP,100 iterations,0.8078,0% biased agents
172,MAP,100 iterations,0.8132,0% biased agents
180,MAP,100 iterations,0.8478,0% biased agents
181,MAP,100 iterations,0.7869,0% biased agents
183,MAP,50 iterations,0.8561,0% biased agents
170,MAP,150 iterations,0.7982,0% biased agents
177,MAP,150 iterations,0.7831,0% biased agents
182,MAP,100 iterations,0.7697,0% biased agents
175,MAP,100 iterations,0.7992,0% biased agents
179,MAP,100 iterations,0.8439,0% biased agents
178,MAP,100 iterations,0.7834,0% biased agents
171,MAP,200 iterations,0.8442,0% biased agents
169,MAP,200 iterations,0.8121,0% biased agents
166,MAP,200 iterations,0.8299,0% biased agents
176,MAP,100 iterations,0.7985,0% biased agents
173,MAP,150 iterations,0.7522,0% biased agents
172,MAP,150 iterations,0.8266,0% biased agents
180,MAP,150 iterations,0.8508,0% biased agents
184,MAP,50 iterations,0.7495,0% biased agents
174,MAP,150 iterations,0.7986,0% biased agents
170,MAP,200 iterations,0.7983,0% biased agents
181,MAP,150 iterations,0.789,0% biased agents
183,MAP,100 iterations,0.8625,0% biased agents
177,MAP,200 iterations,0.7876,0% biased agents
186,MAP,50 iterations,0.8692,0% biased agents
182,MAP,150 iterations,0.7738,0% biased agents
185,MAP,50 iterations,0.798,0% biased agents
175,MAP,150 iterations,0.8011,0% biased agents
172,MAP,200 iterations,0.8269,0% biased agents
179,MAP,150 iterations,0.8446,0% biased agents
187,MAP,50 iterations,0.7907,0% biased agents
173,MAP,200 iterations,0.7492,0% biased agents
176,MAP,150 iterations,0.7885,0% biased agents
178,MAP,150 iterations,0.7841,0% biased agents
184,MAP,100 iterations,0.7545,0% biased agents
181,MAP,200 iterations,0.7827,0% biased agents
183,MAP,150 iterations,0.8624,0% biased agents
189,MAP,50 iterations,0.8446,0% biased agents
186,MAP,100 iterations,0.8716,0% biased agents
180,MAP,200 iterations,0.8458,0% biased agents
174,MAP,200 iterations,0.797,0% biased agents
188,MAP,50 iterations,0.8142,0% biased agents
182,MAP,200 iterations,0.7738,0% biased agents
185,MAP,100 iterations,0.8059,0% biased agents
175,MAP,200 iterations,0.7971,0% biased agents
187,MAP,100 iterations,0.7898,0% biased agents
192,MAP,50 iterations,0.8033,0% biased agents
190,MAP,50 iterations,0.8546,0% biased agents
184,MAP,150 iterations,0.7572,0% biased agents
176,MAP,200 iterations,0.7874,0% biased agents
191,MAP,50 iterations,0.8527,0% biased agents
189,MAP,100 iterations,0.8446,0% biased agents
186,MAP,150 iterations,0.8738,0% biased agents
179,MAP,200 iterations,0.8497,0% biased agents
178,MAP,200 iterations,0.7888,0% biased agents
183,MAP,200 iterations,0.8657,0% biased agents
188,MAP,100 iterations,0.8151,0% biased agents
185,MAP,150 iterations,0.81,0% biased agents
194,MAP,50 iterations,0.8577,0% biased agents
187,MAP,150 iterations,0.7907,0% biased agents
193,MAP,50 iterations,0.8427,0% biased agents
192,MAP,100 iterations,0.7976,0% biased agents
184,MAP,200 iterations,0.7533,0% biased agents
189,MAP,150 iterations,0.8467,0% biased agents
186,MAP,200 iterations,0.8756,0% biased agents
191,MAP,100 iterations,0.8488,0% biased agents
196,MAP,50 iterations,0.7846,0% biased agents
195,MAP,50 iterations,0.7756,0% biased agents
190,MAP,100 iterations,0.8555,0% biased agents
188,MAP,150 iterations,0.8097,0% biased agents
185,MAP,200 iterations,0.8115,0% biased agents
198,MAP,50 iterations,0.8558,0% biased agents
197,MAP,50 iterations,0.8539,0% biased agents
199,MAP,50 iterations,0.81,0% biased agents
192,MAP,150 iterations,0.8038,0% biased agents
187,MAP,200 iterations,0.7908,0% biased agents
193,MAP,100 iterations,0.8265,0% biased agents
194,MAP,100 iterations,0.8686,0% biased agents
200,MAP,50 iterations,0.8302,0% biased agents
189,MAP,200 iterations,0.8504,0% biased agents
191,MAP,150 iterations,0.8464,0% biased agents
196,MAP,100 iterations,0.7775,0% biased agents
195,MAP,100 iterations,0.7872,0% biased agents
198,MAP,100 iterations,0.8565,0% biased agents
188,MAP,200 iterations,0.8112,0% biased agents
197,MAP,100 iterations,0.8585,0% biased agents
192,MAP,200 iterations,0.8038,0% biased agents
190,MAP,150 iterations,0.8462,0% biased agents
193,MAP,150 iterations,0.8303,0% biased agents
199,MAP,100 iterations,0.812,0% biased agents
194,MAP,150 iterations,0.87,0% biased agents
191,MAP,200 iterations,0.8411,0% biased agents
195,MAP,150 iterations,0.7822,0% biased agents
200,MAP,100 iterations,0.8369,0% biased agents
196,MAP,150 iterations,0.7786,0% biased agents
198,MAP,150 iterations,0.8605,0% biased agents
193,MAP,200 iterations,0.8222,0% biased agents
197,MAP,150 iterations,0.8512,0% biased agents
190,MAP,200 iterations,0.8478,0% biased agents
199,MAP,150 iterations,0.8147,0% biased agents
195,MAP,200 iterations,0.7787,0% biased agents
196,MAP,200 iterations,0.7796,0% biased agents
198,MAP,200 iterations,0.8622,0% biased agents
194,MAP,200 iterations,0.8721,0% biased agents
200,MAP,150 iterations,0.8451,0% biased agents
197,MAP,200 iterations,0.8552,0% biased agents
199,MAP,200 iterations,0.8141,0% biased agents
200,MAP,200 iterations,0.8481,0% biased agents
1,SAM,50 iterations,0.1422,100% biased agents
1,SAM,100 iterations,0.1474,100% biased agents
1,SAM,150 iterations,0.1484,100% biased agents
1,SAM,200 iterations,0.1503,100% biased agents
21,SAM,50 iterations,0.1537,100% biased agents
21,SAM,100 iterations,0.1496,100% biased agents
21,SAM,150 iterations,0.1471,100% biased agents
21,SAM,200 iterations,0.1465,100% biased agents
22,SAM,50 iterations,0.1319,100% biased agents
22,SAM,100 iterations,0.135,100% biased agents
22,SAM,150 iterations,0.1382,100% biased agents
13,SAM,50 iterations,0.1396,100% biased agents
22,SAM,200 iterations,0.1416,100% biased agents
23,SAM,50 iterations,0.1393,100% biased agents
7,SAM,50 iterations,0.1332,100% biased agents
13,SAM,100 iterations,0.1375,100% biased agents
23,SAM,100 iterations,0.137,100% biased agents
9,SAM,50 iterations,0.1429,100% biased agents
5,SAM,50 iterations,0.1375,100% biased agents
11,SAM,50 iterations,0.1357,100% biased agents
2,SAM,50 iterations,0.134,100% biased agents
6,SAM,50 iterations,0.1318,100% biased agents
7,SAM,100 iterations,0.1321,100% biased agents
13,SAM,150 iterations,0.141,100% biased agents
14,SAM,50 iterations,0.1413,100% biased agents
23,SAM,150 iterations,0.1395,100% biased agents
16,SAM,50 iterations,0.1327,100% biased agents
15,SAM,50 iterations,0.1328,100% biased agents
12,SAM,50 iterations,0.1318,100% biased agents
20,SAM,50 iterations,0.1375,100% biased agents
17,SAM,50 iterations,0.1356,100% biased agents
19,SAM,50 iterations,0.1378,100% biased agents
10,SAM,50 iterations,0.1449,100% biased agents
4,SAM,50 iterations,0.1389,100% biased agents
8,SAM,50 iterations,0.136,100% biased agents
23,SAM,200 iterations,0.1376,100% biased agents
5,SAM,100 iterations,0.1388,100% biased agents
3,SAM,50 iterations,0.1421,100% biased agents
18,SAM,50 iterations,0.1407,100% biased agents
9,SAM,100 iterations,0.1479,100% biased agents
13,SAM,200 iterations,0.1409,100% biased agents
7,SAM,150 iterations,0.1328,100% biased agents
6,SAM,100 iterations,0.1313,100% biased agents
11,SAM,100 iterations,0.1396,100% biased agents
2,SAM,100 iterations,0.1336,100% biased agents
24,SAM,50 iterations,0.1503,100% biased agents
16,SAM,100 iterations,0.1381,100% biased agents
5,SAM,150 iterations,0.1404,100% biased agents
19,SAM,100 iterations,0.1388,100% biased agents
15,SAM,100 iterations,0.1359,100% biased agents
14,SAM,100 iterations,0.1459,100% biased agents
20,SAM,100 iterations,0.1459,100% biased agents
12,SAM,100 iterations,0.1386,100% biased agents
7,SAM,200 iterations,0.1356,100% biased agents
24,SAM,100 iterations,0.1472,100% biased agents
9,SAM,150 iterations,0.1513,100% biased agents
17,SAM,100 iterations,0.1329,100% biased agents
6,SAM,150 iterations,0.1288,100% biased agents
11,SAM,150 iterations,0.1439,100% biased agents
2,SAM,150 iterations,0.1349,100% biased agents
10,SAM,100 iterations,0.1486,100% biased agents
4,SAM,100 iterations,0.1396,100% biased agents
8,SAM,100 iterations,0.1397,100% biased agents
25,SAM,50 iterations,0.1402,100% biased agents
24,SAM,150 iterations,0.1507,100% biased agents
16,SAM,150 iterations,0.1396,100% biased agents
18,SAM,100 iterations,0.1412,100% biased agents
19,SAM,150 iterations,0.1391,100% biased agents
3,SAM,100 iterations,0.1411,100% biased agents
15,SAM,150 iterations,0.1379,100% biased agents
12,SAM,150 iterations,0.1392,100% biased agents
9,SAM,200 iterations,0.1526,100% biased agents
25,SAM,100 iterations,0.137,100% biased agents
24,SAM,200 iterations,0.151,100% biased agents
20,SAM,150 iterations,0.1467,100% biased agents
11,SAM,200 iterations,0.142,100% biased agents
5,SAM,200 iterations,0.1423,100% biased agents
14,SAM,150 iterations,0.1456,100% biased agents
2,SAM,200 iterations,0.1326,100% biased agents
6,SAM,200 iterations,0.1258,100% biased agents
17,SAM,150 iterations,0.1322,100% biased agents
10,SAM,150 iterations,0.151,100% biased agents
8,SAM,150 iterations,0.1409,100% biased agents
16,SAM,200 iterations,0.1415,100% biased agents
25,SAM,150 iterations,0.1389,100% biased agents
4,SAM,150 iterations,0.1422,100% biased agents
27,SAM,50 iterations,0.1313,100% biased agents
19,SAM,200 iterations,0.1417,100% biased agents
12,SAM,200 iterations,0.1373,100% biased agents
26,SAM,50 iterations,0.1383,100% biased agents
15,SAM,200 iterations,0.1409,100% biased agents
25,SAM,200 iterations,0.1394,100% biased agents
20,SAM,200 iterations,0.1458,100% biased agents
3,SAM,150 iterations,0.1378,100% biased agents
14,SAM,200 iterations,0.1465,100% biased agents
17,SAM,200 iterations,0.1325,100% biased agents
27,SAM,100 iterations,0.1317,100% biased agents
8,SAM,200 iterations,0.1416,100% biased agents
18,SAM,150 iterations,0.1473,100% biased agents
10,SAM,200 iterations,0.1537,100% biased agents
4,SAM,200 iterations,0.1431,100% biased agents
26,SAM,100 iterations,0.1377,100% biased agents
31,SAM,50 iterations,0.1416,100% biased agents
27,SAM,150 iterations,0.1338,100% biased agents
28,SAM,50 iterations,0.1333,100% biased agents
3,SAM,200 iterations,0.1403,100% biased agents
37,SAM,50 iterations,0.1388,100% biased agents
18,SAM,200 iterations,0.1476,100% biased agents
27,SAM,200 iterations,0.135,100% biased agents
26,SAM,150 iterations,0.1387,100% biased agents
32,SAM,50 iterations,0.1303,100% biased agents
37,SAM,100 iterations,0.1375,100% biased agents
30,SAM,50 iterations,0.1337,100% biased agents
28,SAM,100 iterations,0.129,100% biased agents
29,SAM,50 iterations,0.1466,100% biased agents
31,SAM,100 iterations,0.1423,100% biased agents
33,SAM,50 iterations,0.1434,100% biased agents
36,SAM,50 iterations,0.1449,100% biased agents
35,SAM,50 iterations,0.1394,100% biased agents
46,SAM,50 iterations,0.1405,100% biased agents
39,SAM,50 iterations,0.1449,100% biased agents
38,SAM,50 iterations,0.136,100% biased agents
37,SAM,150 iterations,0.1399,100% biased agents
40,SAM,50 iterations,0.1359,100% biased agents
43,SAM,50 iterations,0.1332,100% biased agents
42,SAM,50 iterations,0.1401,100% biased agents
26,SAM,200 iterations,0.1371,100% biased agents
46,SAM,100 iterations,0.1373,100% biased agents
32,SAM,100 iterations,0.1293,100% biased agents
34,SAM,50 iterations,0.1374,100% biased agents
44,SAM,50 iterations,0.1363,100% biased agents
37,SAM,200 iterations,0.1398,100% biased agents
28,SAM,150 iterations,0.1303,100% biased agents
29,SAM,100 iterations,0.1522,100% biased agents
41,SAM,50 iterations,0.1253,100% biased agents
30,SAM,100 iterations,0.1376,100% biased agents
36,SAM,100 iterations,0.1449,100% biased agents
35,SAM,100 iterations,0.1402,100% biased agents
46,SAM,150 iterations,0.1434,100% biased agents
38,SAM,100 iterations,0.1357,100% biased agents
33,SAM,100 iterations,0.1475,100% biased agents
31,SAM,150 iterations,0.146,100% biased agents
39,SAM,100 iterations,0.1444,100% biased agents
40,SAM,100 iterations,0.1325,100% biased agents
43,SAM,100 iterations,0.1362,100% biased agents
44,SAM,100 iterations,0.1355,100% biased agents
42,SAM,100 iterations,0.14,100% biased agents
46,SAM,200 iterations,0.1482,100% biased agents
34,SAM,100 iterations,0.1378,100% biased agents
28,SAM,200 iterations,0.1325,100% biased agents
45,SAM,50 iterations,0.1411,100% biased agents
30,SAM,150 iterations,0.1386,100% biased agents
48,SAM,50 iterations,0.1318,100% biased agents
41,SAM,100 iterations,0.1257,100% biased agents
35,SAM,150 iterations,0.1359,100% biased agents
36,SAM,150 iterations,0.1457,100% biased agents
32,SAM,150 iterations,0.1317,100% biased agents
47,SAM,50 iterations,0.1566,100% biased agents
29,SAM,150 iterations,0.1538,100% biased agents
38,SAM,150 iterations,0.1375,100% biased agents
33,SAM,150 iterations,0.1516,100% biased agents
39,SAM,150 iterations,0.1453,100% biased agents
43,SAM,150 iterations,0.1374,100% biased agents
31,SAM,200 iterations,0.1473,100% biased agents
49,SAM,50 iterations,0.1295,100% biased agents
44,SAM,150 iterations,0.1366,100% biased agents
40,SAM,150 iterations,0.1337,100% biased agents
48,SAM,100 iterations,0.133,100% biased agents
34,SAM,150 iterations,0.1382,100% biased agents
42,SAM,150 iterations,0.1412,100% biased agents
47,SAM,100 iterations,0.1582,100% biased agents
41,SAM,150 iterations,0.1245,100% biased agents
30,SAM,200 iterations,0.1379,100% biased agents
32,SAM,200 iterations,0.132,100% biased agents
49,SAM,100 iterations,0.1277,100% biased agents
29,SAM,200 iterations,0.1533,100% biased agents
45,SAM,100 iterations,0.143,100% biased agents
35,SAM,200 iterations,0.1361,100% biased agents
38,SAM,200 iterations,0.1378,100% biased agents
48,SAM,150 iterations,0.1309,100% biased agents
50,SAM,50 iterations,0.129,100% biased agents
36,SAM,200 iterations,0.1478,100% biased agents
33,SAM,200 iterations,0.1514,100% biased agents
47,SAM,150 iterations,0.1653,100% biased agents
39,SAM,200 iterations,0.1458,100% biased agents
44,SAM,200 iterations,0.1377,100% biased agents
43,SAM,200 iterations,0.1401,100% biased agents
40,SAM,200 iterations,0.1363,100% biased agents
49,SAM,150 iterations,0.1301,100% biased agents
42,SAM,200 iterations,0.1418,100% biased agents
34,SAM,200 iterations,0.1387,100% biased agents
47,SAM,200 iterations,0.1684,100% biased agents
48,SAM,200 iterations,0.1321,100% biased agents
41,SAM,200 iterations,0.1245,100% biased agents
50,SAM,100 iterations,0.1331,100% biased agents
45,SAM,150 iterations,0.1433,100% biased agents
49,SAM,200 iterations,0.1282,100% biased agents
52,SAM,50 iterations,0.1358,100% biased agents
53,SAM,50 iterations,0.1399,100% biased agents
51,SAM,50 iterations,0.1396,100% biased agents
56,SAM,50 iterations,0.1355,100% biased agents
57,SAM,50 iterations,0.1357,100% biased agents
54,SAM,50 iterations,0.1433,100% biased agents
58,SAM,50 iterations,0.138,100% biased agents
55,SAM,50 iterations,0.1275,100% biased agents
65,SAM,50 iterations,0.1376,100% biased agents
61,SAM,50 iterations,0.1415,100% biased agents
66,SAM,50 iterations,0.1391,100% biased agents
52,SAM,100 iterations,0.1385,100% biased agents
50,SAM,150 iterations,0.1316,100% biased agents
68,SAM,50 iterations,0.1356,100% biased agents
53,SAM,100 iterations,0.1382,100% biased agents
45,SAM,200 iterations,0.1414,100% biased agents
65,SAM,100 iterations,0.1384,100% biased agents
59,SAM,50 iterations,0.1403,100% biased agents
66,SAM,100 iterations,0.1375,100% biased agents
51,SAM,100 iterations,0.1421,100% biased agents
62,SAM,50 iterations,0.153,100% biased agents
56,SAM,100 iterations,0.1316,100% biased agents
68,SAM,100 iterations,0.1344,100% biased agents
60,SAM,50 iterations,0.1264,100% biased agents
63,SAM,50 iterations,0.1319,100% biased agents
57,SAM,100 iterations,0.1363,100% biased agents
55,SAM,100 iterations,0.131,100% biased agents
54,SAM,100 iterations,0.1498,100% biased agents
58,SAM,100 iterations,0.1304,100% biased agents
64,SAM,50 iterations,0.1315,100% biased agents
67,SAM,50 iterations,0.126,100% biased agents
65,SAM,150 iterations,0.1377,100% biased agents
61,SAM,100 iterations,0.1455,100% biased agents
50,SAM,200 iterations,0.133,100% biased agents
66,SAM,150 iterations,0.139,100% biased agents
53,SAM,150 iterations,0.1429,100% biased agents
68,SAM,150 iterations,0.1362,100% biased agents
52,SAM,150 iterations,0.1442,100% biased agents
59,SAM,100 iterations,0.1367,100% biased agents
58,SAM,150 iterations,0.1344,100% biased agents
65,SAM,200 iterations,0.1369,100% biased agents
66,SAM,200 iterations,0.1396,100% biased agents
56,SAM,150 iterations,0.1279,100% biased agents
51,SAM,150 iterations,0.1443,100% biased agents
57,SAM,150 iterations,0.1417,100% biased agents
55,SAM,150 iterations,0.1303,100% biased agents
54,SAM,150 iterations,0.1467,100% biased agents
67,SAM,100 iterations,0.1214,100% biased agents
62,SAM,100 iterations,0.1499,100% biased agents
60,SAM,100 iterations,0.1234,100% biased agents
68,SAM,200 iterations,0.1377,100% biased agents
63,SAM,100 iterations,0.1375,100% biased agents
61,SAM,150 iterations,0.1464,100% biased agents
58,SAM,200 iterations,0.1362,100% biased agents
52,SAM,200 iterations,0.1469,100% biased agents
69,SAM,50 iterations,0.1391,100% biased agents
53,SAM,200 iterations,0.142,100% biased agents
64,SAM,100 iterations,0.1323,100% biased agents
59,SAM,150 iterations,0.1387,100% biased agents
54,SAM,200 iterations,0.1502,100% biased agents
55,SAM,200 iterations,0.1338,100% biased agents
71,SAM,50 iterations,0.1332,100% biased agents
51,SAM,200 iterations,0.1469,100% biased agents
56,SAM,200 iterations,0.1293,100% biased agents
60,SAM,150 iterations,0.1233,100% biased agents
73,SAM,50 iterations,0.136,100% biased agents
57,SAM,200 iterations,0.1432,100% biased agents
61,SAM,200 iterations,0.1481,100% biased agents
70,SAM,50 iterations,0.151,100% biased agents
67,SAM,150 iterations,0.1253,100% biased agents
62,SAM,150 iterations,0.1542,100% biased agents
72,SAM,50 iterations,0.136,100% biased agents
71,SAM,100 iterations,0.1268,100% biased agents
75,SAM,50 iterations,0.1376,100% biased agents
63,SAM,150 iterations,0.137,100% biased agents
73,SAM,100 iterations,0.1401,100% biased agents
69,SAM,100 iterations,0.1325,100% biased agents
59,SAM,200 iterations,0.1367,100% biased agents
60,SAM,200 iterations,0.1265,100% biased agents
74,SAM,50 iterations,0.1363,100% biased agents
72,SAM,100 iterations,0.1349,100% biased agents
64,SAM,150 iterations,0.1349,100% biased agents
67,SAM,200 iterations,0.1265,100% biased agents
